aubergine,amaranth,asparagus,legumes,beans,chickpeas,lentils,peas,broccoli,cabbage,kohlrabi,cauliflower,celery,endive,fiddleheads,frisee,fennel,greens,kale,spinach,anise,basil,caraway,cilantro,coriander,chamomile,dill,lavender,marjoram,oregano,parsley,rosemary,sage,thyme,lettuce,arugula,mushrooms,nettles,okra,onions,chives,garlic,leek,onion,shallot,peppers,habanero,paprika,radicchio,rhubarb,turnip,radish,courgette,pumpkin,potato,quandong,sunchokes,zucchini
0.18932,0.061011,-0.0047804,0.13204,-0.26655,-0.099662,0.039156,-0.25067,-0.25608,-0.21487,-0.29927,-0.46072,0.00050835,-0.2913,-0.38498,0.070122,-0.26713,0.84591,0.36324,0.74967,0.032606,0.26502,0.11433,0.72787,0.28653,0.20145,0.35408,0.3257,0.15906,-0.00083218,0.37812,0.68561,0.35181,0.35969,0.19308,0.38954,0.20953,-0.28885,-0.33069,0.21467,0.41376,0.099613,-0.052571,0.21089,0.40161,0.39643,-0.41085,0.34263,-0.14647,0.20551,0.002921,0.29121,-0.60878,0.04496,0.21227,-0.15436,-0.12081,0.046005
0.42959,1.0275,0.61315,0.34171,0.73306,0.9209,0.91232,0.50534,0.34849,0.43889,0.25721,0.34028,-0.035729,0.15489,0.20518,0.25954,0.6406,0.029652,0.28288,0.37474,0.42447,0.5067,0.31334,0.20993,0.41856,0.4588,0.14885,0.20247,0.3646,0.99288,0.52756,0.38718,0.49433,0.61443,-0.29455,0.22221,0.59547,0.39549,-0.19208,0.40528,-0.0089389,0.55529,0.2348,0.16594,0.26396,0.19103,-0.074356,0.88734,0.1012,0.3817,-0.37021,0.03671,-0.089812,0.40627,0.1307,0.31611,0.28642,0.25584
0.013019,-0.44622,-0.16429,-0.20005,-0.40847,-0.64098,-0.35694,-0.43371,-0.049151,0.25782,-0.17863,0.16727,0.10415,-0.072949,0.49033,0.027819,-0.072222,-0.4886,-0.57154,-0.10742,0.29593,0.26678,0.62875,0.2549,0.43584,-0.48854,0.50594,-0.10793,-0.19802,0.58956,0.23235,0.24154,-0.0044436,0.10728,0.079695,-0.013336,0.048023,-0.18727,-0.038315,-0.065623,0.67035,0.43509,0.42699,0.32839,0.34716,-0.50818,0.59933,0.43883,-0.41855,0.11866,-0.038005,0.11909,0.055105,-0.064705,0.23329,-0.74893,-0.67859,-0.17051
-0.39097,0.47851,-0.62708,-0.61553,-0.57948,-0.46295,-0.30697,-0.00053021,-0.43411,-0.56749,-1.084,-0.838,-0.59786,-0.44672,-0.40042,0.018956,-0.59245,-0.49841,-0.69945,-0.43138,-0.30377,-0.13207,-0.37185,-0.60118,-0.13778,-0.3321,-0.77856,0.026601,-0.34649,-0.18299,-0.59878,-0.44529,-0.12654,-0.24721,-0.75751,-0.73654,-0.28228,-0.15996,-0.2842,-0.58342,-0.8466,-0.1611,-0.27924,-0.2262,-0.14223,0.30517,0.57919,-0.28782,-0.42541,-0.11194,-0.88398,-0.54669,-0.79926,-0.0081038,-0.32573,-0.26858,-0.27481,-0.73765
0.78072,-0.15267,0.22114,0.33936,0.67193,-0.11153,0.099407,0.54176,0.17717,0.26904,0.11557,0.066944,0.21115,0.28855,-0.35112,-0.024637,-0.17121,-0.39752,0.39701,0.099592,-0.13645,0.047035,-0.43821,-0.045577,-0.31598,-0.49611,-0.21069,-0.019331,-0.49749,-0.027312,-0.10883,0.11567,-0.12763,-0.17938,0.61159,0.083444,-0.1957,0.031538,0.19735,0.0097996,-0.25068,0.14762,0.32306,0.021756,-0.027298,0.40943,0.22719,-0.43818,-0.12064,0.34423,-0.20579,0.018973,0.47912,0.52505,0.33979,0.056826,-0.00024835,0.56647
0.32627,0.48974,-0.06085,0.07048,-0.21099,-0.046637,0.087329,-0.081152,0.302,0.19785,0.23523,0.1193,-0.16054,-0.29715,-0.11178,0.13457,0.16567,0.5368,0.046989,0.41887,0.078503,0.22674,-0.097061,-0.10987,-0.088917,0.60507,0.497,0.36536,0.070615,0.25457,0.14886,-0.094601,0.06416,0.05103,-0.032453,0.52464,-0.24442,0.40047,-0.045991,0.10675,0.2275,0.096069,0.10389,0.10937,-0.052833,-0.10902,-0.31171,0.31706,0.031025,-0.13729,0.33627,0.32533,0.10984,0.51588,0.20871,-0.45184,0.080613,-0.25144
-0.33057,0.23079,0.40942,-0.16118,0.14674,-0.082556,-0.041,0.1257,0.58257,0.60946,-0.19514,-0.46105,0.20358,0.1624,0.081176,0.27732,0.058626,-0.0094002,0.16167,0.72664,-0.079713,0.24567,-0.36839,0.29799,-0.12469,-0.50906,0.035152,-0.24129,-0.023253,0.089012,0.034732,0.17902,-0.33679,-0.27419,1.1418,0.69467,0.48284,0.14206,0.058467,0.46823,-0.03921,0.20114,-0.3229,0.2877,0.22142,0.43869,-0.073694,-0.33441,0.29876,0.3601,-0.74393,0.065248,-0.11457,0.2679,-0.012645,-0.11967,-0.1587,0.6086
0.26777,-0.26989,0.635,-0.082417,0.4729,0.63394,0.45673,0.45997,0.3865,0.083087,0.45579,0.72107,0.47189,0.28018,0.17535,0.12422,0.25093,0.45191,0.44342,0.3821,0.09057,0.58906,-0.4269,0.39891,0.34049,0.20065,0.28719,0.13363,0.26238,0.31674,0.50748,0.0052149,0.12896,0.45703,0.29874,0.58323,0.43803,0.42603,0.58851,0.79307,0.48935,0.49566,0.28676,0.73861,0.46798,0.56899,0.10484,0.43719,0.3336,0.16115,0.13077,-0.043948,0.52425,-0.078618,0.61396,0.52842,0.71204,0.37638
-0.58808,0.28496,-0.21289,0.19068,-0.10047,-0.35187,-0.011774,-0.026473,0.056579,0.21732,-0.0052146,-0.30414,-0.087418,-0.50833,-0.10207,-0.74347,-0.32148,-0.14401,-0.0079238,0.018737,-0.41105,-0.46009,-0.55539,-0.54581,-0.68408,-0.27143,-0.60768,-0.30983,-0.8814,-0.88043,-0.56057,-0.3803,-0.5448,-0.89634,-0.046887,-0.54803,-0.2785,0.5556,0.13344,-0.26027,-0.6079,-0.253,-0.55801,-0.41663,-0.76599,0.075172,-0.22067,-0.44402,-0.41583,0.10825,0.25303,-0.36471,-0.48574,0.15237,-0.22331,0.3222,-0.13547,-0.15358
0.11143,-0.1062,0.61304,-0.2296,0.38481,0.07827,0.1571,0.45815,0.26633,0.78809,0.72233,0.20762,0.2877,0.99882,1.0584,0.79658,0.23956,0.61352,0.64226,0.23785,0.041533,0.3332,-0.016204,0.44523,0.12748,-0.38242,0.016966,-0.025423,0.11867,0.1502,0.22422,0.13116,-0.09535,-0.03044,1.0108,0.89562,0.89769,0.19289,0.37987,0.71179,0.33357,0.39193,0.36932,0.23828,0.13699,0.75063,-0.11862,-0.4027,0.77579,-0.40011,0.30054,0.66148,0.33685,-0.024654,0.38369,0.70052,0.68537,0.23254
-0.0090502,0.017737,-0.26038,-0.73425,-0.54428,-0.34396,-0.45309,-0.19459,0.024928,-0.13133,-0.094774,0.085509,-0.8305,-0.2871,-0.038927,-0.39004,-0.351,-0.50277,-0.17772,-0.084881,-0.50155,-0.02199,-0.29401,-0.61477,-0.22914,0.20559,-0.38153,0.074474,0.28829,-0.19356,-0.47965,-0.11896,0.42332,-0.33381,-0.74547,-0.55472,-0.18642,-0.42132,0.0016178,-0.62908,-0.10592,-0.11538,0.32276,-0.22205,-0.68644,-0.47303,-0.42552,-0.4887,-0.59653,-0.33906,-0.20648,-0.55381,0.68466,0.015179,0.17692,0.5062,0.19578,0.1973
-0.063881,0.59706,-0.1839,-0.21437,-0.26488,-0.1592,-0.23925,0.010938,-0.0777,0.031751,0.12415,-0.022772,-0.14722,0.028486,-0.27714,0.069825,-0.38777,-0.37941,-0.063058,-0.01678,-0.31418,-0.30153,-0.16706,-0.24097,-0.056541,-0.33812,-0.56771,-0.0049404,-0.31014,-0.040186,-0.03846,-0.1067,0.40156,-0.1758,0.20261,-0.38178,-0.4305,-0.095383,0.16191,-0.20657,0.035107,-0.19934,-0.52925,0.050844,-0.13971,-0.084021,-0.33147,0.069527,-0.023874,-0.33309,0.2191,-0.04754,-0.34921,-0.22978,0.04099,-0.37007,-0.00013401,-0.0078956
0.21577,0.57748,0.21855,0.083971,0.6794,0.4678,0.35703,0.40001,-0.27672,0.33538,0.26488,0.10934,0.30911,0.54301,0.026111,-0.035602,0.090339,0.20499,0.067931,0.19519,-0.42424,-0.29685,-0.084379,0.050556,-0.19116,-0.5154,-0.052835,-0.62337,-0.32332,-0.39356,0.22815,-0.04899,-0.1445,-0.31749,-0.0027736,0.033515,-0.07685,0.24939,0.8625,0.41353,-0.036731,0.18649,0.086627,0.52803,0.89265,0.13606,-0.12475,-0.042488,0.15399,-0.031756,0.38576,0.22522,0.13971,0.14514,0.40677,-0.14758,0.24502,0.14744
-0.064369,-0.057678,0.24207,-0.28431,0.47626,0.34044,0.064384,-0.0094448,0.39244,0.24686,0.0962,0.38175,0.1798,-0.49193,0.71818,-0.83166,-0.40925,0.080374,0.18812,0.22617,-0.39796,-0.11011,-0.57789,0.17363,-0.39179,0.12121,-0.35007,-0.25484,-0.61012,-0.14902,-0.14816,0.26314,-0.038373,-0.26747,-0.03127,-0.40644,0.9105,-0.059078,0.356,0.20766,-0.36622,0.36396,-0.033271,0.18699,-0.13781,0.19949,0.13179,-0.31527,-0.21969,0.23376,0.20633,-0.47682,-0.20691,-0.196,0.23908,0.19518,0.05569,-0.056575
0.081796,-0.1268,-0.25529,-0.12515,-0.036142,-0.093642,0.0014192,-0.18176,-0.048143,0.32893,-0.11086,0.22215,0.022106,0.23608,-1.0151,0.0024015,-0.49174,-0.55792,-0.038657,-0.2467,-0.27441,-0.33075,-0.12443,-0.012659,-0.18378,-0.56182,-0.38788,-0.49062,0.090808,0.24559,-0.12125,-0.13599,0.61672,-0.038477,-0.050935,-0.27882,-0.099988,-0.41493,-0.12541,-0.32113,-0.3644,0.0090751,-0.39553,-0.25037,-0.041642,0.18784,-0.50761,0.030525,0.33097,-0.21578,-0.1372,-0.14544,-0.059525,-0.29517,-0.094618,-0.61364,-0.55228,-0.0067243
-0.09408,-0.28732,0.35572,0.38791,0.53894,0.31626,0.22368,0.49742,0.41078,-0.0030984,-0.18819,-0.1398,0.50719,-0.56424,-0.16467,-0.85912,0.077912,0.41859,0.39302,0.095703,0.28547,0.41708,0.53418,0.4698,0.45431,0.21413,0.38855,0.61533,0.10565,0.21656,0.67483,0.60402,0.40252,0.44637,0.029275,-0.079159,0.2694,0.35044,0.29081,0.85555,0.68595,0.40489,0.22915,0.2797,0.26234,0.3576,0.087591,0.28274,-0.47082,0.2167,0.24949,0.4357,0.18109,0.33088,-0.072116,0.632,-0.4903,0.31051
-0.29698,-0.21499,-0.44037,0.070212,-0.11042,-0.46494,-0.12043,-0.51001,-0.54215,-0.41917,-0.43283,-0.69215,-0.17565,-0.8197,0.41645,-0.1068,-0.26908,-0.19108,-0.62026,-0.83304,0.35568,-0.04626,0.18659,-0.0989,-0.32953,-0.066878,0.071278,0.018906,0.64929,0.12133,0.00095642,0.45389,0.10425,0.30998,-0.62207,-0.3089,0.16696,0.19715,-0.67331,-0.58982,0.083152,-0.030866,-0.34691,-0.34737,0.044222,-0.67508,-0.15347,-0.11489,-0.39644,-0.61821,-0.11382,-0.21424,-0.43512,-0.068597,-0.61503,-0.077754,0.22411,-0.67962
-0.26931,-0.011042,0.003119,-0.63216,-0.32729,-0.52276,-0.41202,-0.42619,-0.062281,-0.34879,-0.063262,-0.34545,-0.70825,-0.016392,-0.082022,-0.75906,-0.2299,-0.090628,0.0041887,-0.21477,0.31032,0.13101,-0.15189,-0.41651,-0.17563,0.008516,-0.0079065,0.30089,0.14653,-0.39187,-0.55802,-0.26284,0.64536,-0.072791,-0.0066299,-0.16033,-0.42936,-0.33259,-0.34104,-0.32427,-0.34318,-0.14311,-0.043068,-0.29555,-0.7637,-0.25652,-0.15817,-0.081257,-0.12412,-0.17594,0.066111,0.12781,-0.55214,-0.12568,-0.068421,0.82063,-0.52499,-0.16831
0.18432,0.12256,0.17486,-0.08041,0.09774,0.2344,0.022019,0.10341,0.42894,0.27674,0.32888,0.64975,0.50725,-0.37523,-0.588,-0.55617,0.32874,0.15277,0.36965,0.11337,-0.2985,-0.037831,-0.39765,0.059644,0.16975,-0.44591,0.041715,-0.41631,-0.35706,-0.099658,-0.20235,0.012552,-0.42453,-0.033851,0.55519,0.051496,0.070582,-0.40047,0.24938,0.47649,0.053122,0.27371,0.5247,0.51693,0.2994,0.12809,0.053383,0.59762,-0.29446,0.25698,0.095079,-0.0091029,0.08228,0.41676,0.35774,-0.19965,0.48535,0.24753
-0.15936,-0.02897,-0.12555,0.68707,0.17459,0.31993,0.46077,-0.001853,0.054912,0.040787,-0.15563,0.48082,0.07505,0.11098,-0.23435,-0.10701,0.69084,0.15684,0.29272,0.20182,0.78357,0.16684,0.9406,0.12475,0.69363,0.34961,0.27708,0.1452,0.29812,0.42165,0.1245,0.30201,0.47014,0.25466,-0.084785,-0.13657,0.014757,-0.62801,-0.030143,0.10733,-0.20737,0.26278,0.1619,0.32694,-0.04247,-0.11176,0.38701,0.57952,-0.17295,0.1386,0.025634,-0.37869,-0.45557,-0.029743,0.14846,0.27859,-0.039894,-0.25611
-0.077722,0.28702,0.8456,0.96756,0.35753,0.19953,0.1315,0.77512,0.44969,0.046702,-0.14121,0.74551,0.45115,0.87746,1.0906,0.30264,0.17371,-0.3111,0.18436,0.56814,0.04466,0.26189,-0.34323,0.21758,0.29194,0.27286,0.55609,0.16459,0.21714,0.04695,0.55381,0.26038,9.16E-05,0.33337,0.22791,0.46693,0.29698,0.26258,0.30789,0.18294,0.53581,0.48295,0.25486,0.48325,0.21322,0.16208,-0.008604,-0.33378,0.69289,0.33862,-0.36041,-0.15477,0.32484,0.19194,0.16167,-0.0014573,0.39527,0.64161
0.027105,-0.87993,-0.11695,-0.22195,-0.43806,-0.58985,-0.47637,0.084945,-0.064699,-0.022081,0.13116,-0.11342,-0.082022,0.047702,0.17347,-0.010846,-0.98625,-0.16551,-0.45554,-0.43541,-1.2244,-0.85935,-0.89215,-1.0705,-1.161,-0.39724,-0.37394,-0.054701,-0.91943,-1.3871,-0.94712,-0.89408,-0.336,-1.2096,-0.16723,-0.97035,-0.59322,0.47327,-0.051129,-0.70004,-0.43503,-1.4898,-0.2421,-0.87369,-0.97728,-0.12133,-0.55742,-0.93442,-0.38013,-0.13442,-0.25462,-0.32736,-0.41788,-0.35899,-0.26266,-0.26502,-0.22296,-0.77726
-0.3095,-0.17256,0.0085753,0.12941,0.25578,-0.086269,0.15008,0.50433,0.1097,-0.056957,0.29699,0.16033,0.38666,0.93707,0.28168,0.53573,-0.042141,0.27296,-0.063972,0.3971,-0.27668,0.017343,-0.25285,-0.45021,-0.35477,0.16747,-0.047159,-0.049448,0.083429,0.11381,0.218,-0.011869,0.36305,0.17465,0.30145,0.87539,0.36695,0.5697,0.0076762,-0.18685,0.55454,-0.45076,-0.42085,-0.31417,0.10319,-0.052173,-1.0231,-0.050041,0.80991,-0.25215,-0.21631,0.2752,-0.32885,-0.5125,-0.16225,-0.12936,-0.29707,-0.31699
-0.21842,-0.049101,0.11627,0.04478,-0.12589,0.34564,0.018132,0.2046,0.015204,-0.27649,0.045609,0.10937,-0.11482,-0.123,0.51573,-0.23513,-0.12799,0.18877,0.026754,-0.012074,0.017946,0.25733,-0.75058,-0.064303,0.049483,0.049898,0.0017863,0.046056,-0.38335,-0.0030952,-0.28382,0.16442,-0.7755,-0.51312,0.31858,0.11384,-0.080998,0.13168,0.62378,0.15407,-0.4352,-0.10276,-0.58436,-0.11091,-0.17073,0.34761,0.0037918,-0.29004,0.19234,0.62732,-0.17574,-0.14583,-0.46974,-0.34244,-0.26456,-0.17618,0.18297,0.065896
0.094542,-0.40823,0.18832,-0.44943,-0.23122,-0.26588,-0.65386,0.0028007,-0.2615,-0.02813,-0.1756,-0.17483,-0.16269,0.11636,0.22699,0.25626,0.46672,0.087925,-0.42254,-0.16117,0.13843,0.22896,-0.20666,0.29401,0.16469,0.6574,0.34174,0.36533,0.5875,0.22608,0.30176,0.50306,0.4669,0.60739,-0.45798,0.57318,0.24243,0.2018,-0.01301,0.13906,0.086175,-0.081161,0.26732,-0.10003,0.4081,0.080321,0.33012,0.03125,0.64125,0.27242,-0.15932,0.24432,0.79852,0.36074,-0.1053,-0.046871,0.15839,0.47737
0.36997,0.39292,0.28231,0.61384,0.59547,0.3195,0.41049,1.0902,0.37641,0.63175,0.26253,0.20344,0.64682,-0.047232,0.39485,0.08092,0.22233,0.1147,0.58921,0.40128,0.29247,0.31178,-0.12304,0.36981,0.088081,-0.13165,0.2004,0.6131,0.13034,0.31593,0.17912,0.54595,-0.027011,0.5697,0.16313,0.32812,0.66242,0.76098,0.15337,0.40431,0.22372,0.089836,0.12329,0.35564,0.04923,0.38489,0.72233,0.60725,0.067257,0.14442,0.52362,0.64496,0.55955,0.58993,0.35139,0.52773,-0.19663,0.13933
-0.080873,-0.38252,0.64955,0.23237,0.47355,0.50552,0.068944,0.19154,0.4845,0.2388,0.090875,0.25964,0.13351,-0.32585,0.64189,-0.076217,-0.086735,0.25765,0.3891,0.21838,-0.63251,0.37114,-0.22876,0.2771,-0.088194,0.00031992,0.18513,-0.23536,0.26505,0.34647,0.33479,0.36481,0.15298,0.30143,0.34921,0.090248,0.24401,-0.00025333,0.41042,0.43194,0.1377,0.30739,-0.16943,0.31063,-0.056254,0.45879,0.55172,0.41303,0.13919,-0.18427,0.037362,0.030888,0.26296,-0.12288,0.18718,-0.59972,0.19813,0.39412
-0.35244,-0.10832,-0.4869,-0.17706,-0.38812,0.3523,0.096977,-0.42794,-0.21944,0.40468,0.32865,0.11809,-0.1308,0.25145,0.45209,-0.27382,0.35591,0.21716,0.18733,0.22112,0.213,-0.36665,0.64171,0.395,0.26052,0.14266,0.76898,-0.36243,-0.066191,0.32379,0.53413,0.045513,-0.14447,0.019238,-0.20319,0.041789,-0.35748,0.1381,-0.156,-0.23402,0.40007,0.17333,0.084171,-0.14809,0.25708,-0.65089,-0.42743,0.34242,0.48199,0.06252,-0.15823,0.072841,-0.1656,0.011159,0.1951,0.74763,0.70058,0.024505
-0.028729,0.33324,0.18514,0.60734,0.07096,0.27867,0.24699,0.3088,0.16969,-0.12631,-0.3062,0.09843,0.085489,0.36313,0.067632,0.26362,0.52292,0.64156,0.26811,0.37589,0.42669,0.062579,1.0795,0.15131,0.43481,0.1815,0.3775,-0.074306,0.06242,-0.24795,0.094635,0.32298,-0.21382,0.13223,0.52084,0.53436,0.40138,0.11288,0.64437,0.6249,-0.20468,0.37695,0.27421,0.58807,0.20808,0.48168,-0.59267,-0.24403,0.33301,-0.17912,-0.043982,-0.071745,0.34345,0.020837,0.45064,-0.15508,0.54716,0.60498
0.58528,-0.1032,-0.61465,-0.089743,-0.059707,0.19787,0.371,0.019816,-0.463,-0.36295,-0.37589,-0.14381,-0.89105,-0.44431,0.56005,-0.81574,-0.42846,-0.52373,-0.38902,-0.7418,-0.27817,-0.28136,0.11312,-0.97506,-0.149,-0.71957,-0.36757,-0.37431,-0.57747,-0.70991,-0.67996,-0.30096,-0.24008,-0.645,-0.6172,-0.93709,-0.50797,-0.37644,0.012159,-0.55655,-0.88567,-0.7941,-0.16504,-0.7802,-1.0757,-0.27655,-0.25299,-0.14964,-0.021238,-0.54884,-0.44917,-0.44627,0.10257,-0.013755,-0.39257,-0.42813,-0.031557,-0.48965
-0.10461,0.23598,0.55545,-0.029422,-0.28102,-0.54018,-0.12247,0.003271,0.20448,0.62648,0.053146,0.064351,0.64394,0.33601,0.58772,0.17632,0.51144,0.20722,-0.27188,0.017484,0.62453,-0.29302,0.1709,-0.23961,0.43749,-0.19866,0.070417,-0.059398,0.25975,-0.075786,0.18435,-0.26415,0.28136,0.32249,-0.26072,-0.046651,0.3364,0.37184,0.14841,-0.14343,0.12104,0.075824,0.31727,0.051857,-0.16663,-0.5143,-0.34271,-0.16808,0.14567,0.65488,0.42748,0.028338,-0.12056,0.03999,0.01217,-0.068355,0.18672,-0.072412
-0.27797,-0.24981,-0.64455,-0.66563,-0.37497,-0.44728,-0.47317,-0.32921,-0.50725,-0.75827,-0.10215,-0.338,-0.64116,-0.53335,-0.62416,-0.19804,-0.74806,-0.3827,-0.79424,-0.42922,-0.40906,-0.64546,-0.49691,-0.9266,-0.86504,-0.71417,-0.5219,-0.81328,-0.70157,-0.87632,-1.0471,-0.39303,-0.45118,-0.61924,-0.24739,-0.49205,-0.98214,-0.53127,-0.56973,-0.41107,-0.72724,-0.48085,-0.35635,-0.13183,-0.28036,-0.59254,-0.032483,-0.664,-0.2334,-0.36336,-0.52944,-0.7379,-0.77967,-0.60269,-0.4312,-0.31722,-0.50905,-0.54783
-0.010418,0.14793,-0.43018,0.068635,0.018654,0.28248,0.37948,0.26144,-0.073608,0.12475,0.14648,0.077882,-0.33298,0.15135,0.29486,0.56874,-0.36337,0.20964,0.11303,-0.068743,-0.2555,-0.23645,-0.32257,-0.41177,-0.22182,0.37337,-0.37423,-0.01762,-0.38449,-0.50923,-0.14825,-0.38358,0.32817,-0.48503,-0.33724,-0.19739,0.37816,0.16379,-0.36761,-0.20882,0.081476,-0.58949,-0.067368,-0.35975,0.24947,-0.39289,-0.68291,-0.088468,0.15104,-0.60088,0.21435,0.3934,-0.17298,-0.057598,-0.53106,-0.05746,-0.35763,-0.75747
-0.11361,0.11906,-0.53695,0.48515,-0.2051,-0.44201,-0.0097088,-0.1772,-0.37185,0.22654,0.3291,-0.24267,-0.1711,-0.30328,-0.092033,-0.24326,0.21723,0.62533,-0.064142,0.098664,0.2448,-0.28565,-0.13117,-0.36841,0.024768,0.39059,-0.094396,0.70673,0.022745,-0.45668,-0.36509,-0.34192,0.39128,-0.29364,0.026375,-0.0016253,-0.52044,0.37814,-0.040789,-0.33864,-0.65782,-0.3305,-0.328,-0.66223,-0.81717,-0.59871,-0.18871,-0.43996,0.028873,0.21061,0.31785,0.036012,-0.648,0.043429,-0.48772,0.27198,-0.32323,-0.84723
0.29309,0.32727,-0.092895,0.32682,-0.43024,-0.10168,0.45671,-0.025422,-0.35793,-0.077386,-0.18378,-0.22984,0.19048,0.40344,-0.075391,-0.01429,-0.49904,0.073659,-0.3247,-0.3695,-0.096154,-0.39331,-0.062326,-0.010365,-0.098519,0.070934,-0.48339,0.30254,-0.48356,-0.57381,0.11003,-0.077251,0.48499,-0.028994,-0.42968,-0.031608,-0.87765,0.19382,0.20468,0.1231,-0.40326,-0.032858,-0.070814,0.20859,0.58635,-0.45035,-0.29483,0.21627,0.071252,0.35329,0.095858,-0.11675,0.014686,0.0049291,0.29821,0.1603,-0.22855,0.061058
-0.22974,-0.13589,-0.23107,-0.052342,0.04074,0.43087,0.2728,0.096971,-0.53652,-0.36752,-0.2446,-0.3416,-0.05712,-0.35184,0.46681,-0.061843,0.037408,0.080083,-0.046623,-0.013893,-0.015998,-0.054755,-0.18894,-0.11569,-0.20091,-0.33046,0.26615,-0.36422,-0.1127,0.18539,0.1948,-0.41784,0.019212,0.2424,-0.27051,0.21011,0.2072,0.52742,-0.046395,0.20287,0.22849,0.13095,-0.30486,-0.23298,0.032289,0.28323,-0.37531,0.13405,-0.4476,-0.09276,-0.42717,0.13402,-0.38839,-0.43645,-0.36942,0.0013119,0.56083,-0.18614
0.10598,-0.42706,-0.25942,-0.013676,-0.22145,-0.13103,-0.09714,0.098934,-0.55281,-0.22396,-0.065899,-0.21368,-0.34372,-0.067878,-0.080585,0.27789,-0.26447,-0.092927,-0.45052,-0.079631,-0.00070574,-0.5233,-0.20307,-0.24441,0.081432,-0.19714,-0.42552,0.05282,-0.2502,-0.42781,-0.30102,-0.31972,-0.11836,0.032307,-0.49056,-0.41365,-0.22878,-0.79086,0.001254,-0.36845,0.005269,-0.71825,0.051764,-0.28741,-0.20595,-0.16693,0.30262,-0.24069,-0.62781,0.48253,0.10121,0.023594,0.2012,0.48886,0.15951,0.63721,0.080085,-0.49159
-0.58029,-0.11996,-0.83711,-0.91448,-0.52692,-0.42334,-0.75491,-0.54281,-0.52492,-0.72502,-0.6653,-0.42782,-0.56867,0.094037,-0.80898,0.23522,-0.5475,-0.59765,-0.4278,-0.21215,-0.17344,-0.46445,-0.58653,-0.63951,-0.65762,-0.49443,-0.58929,-0.89997,-0.43652,-0.59084,-0.29385,-0.4001,-0.42785,-0.54738,-0.37356,-0.014383,-0.91627,-0.37508,-0.58795,-0.93748,-0.73144,-0.95183,-0.57833,-0.7011,-0.22571,-0.73711,-0.46207,-0.39578,-0.33061,-0.30025,-0.38906,-0.86271,-0.61166,-0.4446,-0.55759,0.46444,-0.68788,-0.46957
0.18725,0.89732,-0.21995,-0.20415,0.07488,-0.075254,-0.20767,-0.46443,-0.56095,-0.30281,0.10762,-0.33565,-0.59189,-0.32973,-0.41164,-0.57309,-0.592,-0.66356,-0.62168,-0.49341,-0.099418,-0.95944,-0.44349,-0.24098,-0.19955,0.26097,-0.82355,0.062761,-0.16613,-0.38155,-0.7453,-0.80987,-0.35193,-0.42846,-0.58009,-0.85031,-1.0092,-0.015772,-0.12336,-0.64239,0.022591,-0.62727,-0.39867,-0.29998,-0.076459,-0.99729,0.087308,-0.1489,-0.54071,-0.21068,-0.32916,-0.12285,-0.35454,0.083535,0.25883,0.041414,0.44825,-0.49365
-0.018596,0.26255,-0.55378,0.8037,0.57422,0.17461,0.61356,-0.05306,-0.45047,-0.29838,-0.68195,-0.42651,-0.56105,-0.38748,-0.31322,0.049041,-0.2899,0.29287,-0.50916,-0.39403,0.2503,0.18815,-0.29167,0.039554,0.055734,-0.16058,-0.48761,-0.17927,-0.20416,0.11914,-0.048743,0.13396,0.19514,0.066231,-0.24276,-0.12713,0.080581,0.41331,-0.25845,0.16667,-0.042965,0.57525,-0.83267,-0.069856,-0.30001,0.36822,0.57822,0.0733,-0.081426,-0.045465,-0.72815,-0.3272,-0.29688,-0.14026,0.032081,0.33915,-0.10038,-0.19644
-0.087534,-0.39172,0.16005,-0.11752,-0.044269,-0.11015,0.048453,0.030072,-0.3181,0.076529,-0.45987,-0.073302,-0.31077,-0.030914,-0.20775,-0.13079,-0.16053,-0.28672,-0.43346,-0.44497,-0.073249,-0.23442,-0.12096,-0.55804,-0.35043,0.32619,-0.29621,0.47941,-0.12066,-0.4876,-0.36029,0.2316,-0.12426,0.081703,-0.064266,-0.35121,0.12311,0.2692,-0.25223,-0.18658,-0.057802,0.068902,-0.23112,-0.027471,-0.25102,-0.47967,0.2423,0.16403,-0.56162,0.18737,0.11211,0.1876,0.34108,-0.41024,0.56371,-0.19075,-0.078494,0.14703
-0.047103,-0.56499,0.14327,-0.42219,-0.45574,-0.35598,-0.31547,-0.099669,0.14986,-0.13803,0.22559,0.20356,0.33821,-0.35832,-0.049821,0.12174,0.1465,0.44638,0.30309,-0.051112,0.54224,0.28064,0.6193,0.42188,0.56984,0.10429,0.1338,-0.12932,0.25251,0.19752,0.31047,0.052163,-0.46136,0.14084,0.16143,-0.19972,0.32721,-0.16266,0.037453,0.39091,0.59146,0.6145,0.17187,0.80698,0.24249,0.36275,0.081367,-0.0066653,-0.55174,-0.20052,0.89321,0.2554,0.46993,0.36123,0.35005,-0.31735,0.14536,0.25994
