aubergine,amaranth,asparagus,legumes,beans,chickpeas,lentils,peas,broccoli,cabbage,kohlrabi,cauliflower,celery,endive,fiddleheads,frisee,fennel,greens,kale,spinach,anise,basil,caraway,cilantro,coriander,chamomile,dill,lavender,marjoram,oregano,parsley,rosemary,sage,thyme,lettuce,arugula,mushrooms,nettles,okra,onions,chives,garlic,leek,onion,shallot,peppers,habanero,paprika,radicchio,rhubarb,turnip,radish,courgette,pumpkin,potato,quandong,sunchokes,zucchini
0.1964,-0.022634,0.74706,-0.31796,0.29146,0.40885,0.14281,-0.45049,0.62068,-0.11975,0.076286,0.35415,-0.22661,0.086092,0.16566,-0.056984,0.22006,0.062315,0.40727,0.97668,-0.071002,0.76995,-0.085846,-0.15141,-0.25202,0.35691,0.1731,0.051072,0.069727,0.39536,0.31574,1.0057,0.26091,0.079144,0.029354,0.68175,0.22191,-0.434,0.5832,0.42114,-0.2332,0.59791,-0.099733,0.011856,0.23533,0.21833,-0.10678,-0.35297,0.5861,0.19828,0.32666,-0.5223,0.27236,-0.0053899,0.30436,-0.48929,0.50788,0.40746
0.039599,0.44354,0.074493,-0.28943,0.10243,0.48276,0.32688,0.35709,0.40627,0.22486,0.13379,0.73638,0.60518,0.14427,0.21531,0.53093,-0.036956,0.44872,0.3758,0.42169,-0.1025,-0.09292,0.17831,0.3643,0.37262,-0.25051,0.23561,-0.19408,0.32473,0.41304,-0.12404,-0.099791,-0.42509,-0.05466,0.26312,0.60522,0.079396,-0.2862,0.41457,0.35107,0.33174,0.24431,0.27197,-0.12568,-0.16356,0.33913,-0.037058,0.46703,0.20509,-0.29484,0.43086,-0.059479,-0.25626,0.16146,0.38098,-0.36914,0.55459,0.38054
-0.47977,0.23575,-0.12243,0.032589,0.090955,-0.62698,-0.21942,0.23345,-0.2128,0.15931,0.48059,0.01335,0.24953,0.5415,-0.036172,0.5454,0.5726,0.083468,-0.11885,-0.048804,0.1478,-0.17655,0.52887,0.15219,-0.51159,0.64519,0.052397,0.48374,0.025881,-0.36928,-0.26141,-0.059442,-0.12103,-0.13892,0.22048,0.32796,-0.22593,-0.091971,0.12578,0.005169,0.23882,-0.099443,0.27642,0.23242,0.49557,-0.3563,-0.46988,-0.016548,0.12452,0.3566,0.23105,0.34257,-0.52245,0.64799,0.10406,0.11652,0.51262,0.20153
-0.0304,0.28584,0.56639,0.1062,-0.25116,-0.38021,-0.32191,0.0091848,-0.01007,0.4577,0.31948,0.28665,0.32517,0.8229,0.48934,0.7966,-0.04437,0.58011,0.050064,0.21528,-0.57311,0.12031,-0.62115,0.18582,-0.72077,-0.52961,-0.39011,-0.31047,-0.26219,-0.10728,0.23598,-0.053248,-0.24903,-0.05773,0.66817,0.44617,0.26372,0.18381,-0.042018,0.27245,0.35974,0.0015128,-0.017821,0.12125,-0.038013,0.29735,0.29048,-0.048775,0.57769,0.16259,0.15961,0.049441,-0.22065,-0.30511,0.42648,-0.5667,0.065364,0.16043
0.30247,-0.73969,0.15544,-0.73042,0.74183,0.43997,0.21724,0.23506,-0.010722,0.49498,-0.34361,0.12209,0.62402,-0.36823,0.25594,0.040199,0.63144,0.30003,-0.13413,-0.018718,0.10295,-0.087312,0.55272,0.020098,0.058887,-0.48269,0.47394,0.062021,-0.006588,0.14572,-0.16115,0.25249,0.092866,0.14865,0.31192,-0.096542,0.46672,-0.31932,-0.12207,0.70331,0.103,0.55964,0.97415,0.50853,0.33813,0.12737,0.38805,0.53732,-0.2337,-0.1411,0.15516,-0.055428,-0.30612,0.041979,0.65982,-0.2842,0.37454,-0.2871
0.12477,0.28512,0.29998,0.042434,-0.033451,0.42545,0.39416,0.44652,0.36166,0.49161,0.49369,0.25308,0.38464,0.7506,0.27692,0.088542,0.71192,0.29529,0.030156,0.22908,0.62693,-0.033827,0.47807,0.52828,0.50036,0.48072,0.19091,-0.031325,0.385,0.43048,0.4627,0.35895,0.078616,0.48133,0.32083,0.55209,0.092232,0.32648,0.50415,0.083158,0.23569,0.49038,-0.021666,0.091139,-0.099637,0.43209,-0.082307,0.23359,0.2134,0.11157,0.066241,0.42073,0.30772,0.31951,0.063225,-0.21532,0.36299,0.38908
0.495,0.50386,0.57226,0.31266,1.0262,0.77462,1.1122,1.0605,0.23041,0.38707,-0.0014142,0.42536,1.0028,0.1459,0.16131,0.26268,0.28403,0.73551,0.22634,0.6237,0.22403,-0.073471,-0.29041,0.7678,0.82396,0.74573,-0.004646,0.78316,0.3743,0.47052,0.46229,-0.19835,0.21116,0.77607,0.88823,0.5339,0.77579,-0.41882,0.38545,0.74548,0.46675,0.70932,-0.056046,0.24736,0.17251,0.8841,0.32557,0.61685,0.24389,0.25729,0.38382,0.4676,0.035977,0.56211,0.25352,-0.17323,0.5784,0.36102
0.36209,-0.029444,0.031221,0.29232,0.10713,-0.24671,0.12404,0.064813,0.34444,0.13351,0.054115,-0.16874,0.32453,0.059645,-0.51651,-0.1823,0.44394,-0.061302,-0.010751,0.16944,0.57081,0.45896,0.42901,-0.0077677,0.44524,0.74796,0.33615,0.45088,0.5297,0.48868,0.14903,0.46291,0.26826,0.4659,0.34696,0.0016093,0.45854,0.39428,0.036929,0.22426,0.42146,0.81749,-0.076402,0.56725,0.22019,0.30088,0.3923,0.52653,-0.052747,-0.28856,-0.081268,0.57308,-0.16334,-0.1186,0.38762,0.50225,0.023972,-0.25516
0.5745,-0.17422,0.26777,0.97279,0.22004,-0.059423,-0.20759,0.31319,0.55235,0.3587,-0.17532,0.073752,0.59047,-0.1783,0.15103,-0.090708,0.70361,0.071995,0.041786,-0.052098,0.45186,0.17771,0.73944,-0.12018,-0.011871,0.81861,0.35822,0.69038,0.2783,0.21996,0.15949,0.56508,0.64193,0.48128,0.001847,-0.27494,0.7372,0.43275,0.20589,0.16003,0.11286,0.48439,0.0046589,0.025125,-0.36162,0.18373,-7.48E-06,0.66498,-0.37678,0.26349,-0.29603,0.050898,-0.17802,0.57695,0.35155,-0.10083,-0.24571,0.24678
-0.61121,-0.02114,-0.46061,-0.78122,-0.67588,-1.1849,-1.3396,-0.58895,-0.80503,-0.75493,-0.28185,-0.28625,-0.46132,-0.44897,-0.14306,-0.63618,-0.62473,-0.95179,-0.3927,-0.8348,-0.32359,-0.57964,-0.24797,-0.78286,-0.71263,-0.019127,0.064984,-0.049638,0.26569,-0.34827,-0.42039,-0.35312,-0.047651,-0.16364,-0.70853,-0.9166,-0.33297,-0.084335,-0.56047,-0.5295,0.17619,-0.64849,-0.0033191,-0.37994,-0.76606,-0.60732,-0.45613,-0.37803,-0.7495,-0.32607,-0.73751,-0.71598,-0.76215,-0.36361,-0.29675,-0.42587,0.032871,-0.34257
0.065294,-0.80832,-0.33984,-0.10039,-0.73628,-0.33884,-0.71307,-1.0033,-0.53525,-0.69268,-0.7731,-0.58681,-0.15023,-0.24447,-0.10763,-0.11771,-0.59635,-0.5755,-0.75922,-0.47067,-0.56266,-0.18261,-0.79557,-0.49971,-0.76807,0.10597,-0.34892,0.2866,0.062933,0.23792,-0.41069,0.03952,-0.18709,-0.30519,-0.52349,-0.67303,-0.096959,-0.63998,-0.5855,-0.35018,-0.33224,-0.17873,-0.50197,-0.43205,-0.21061,-0.12363,-0.15677,-0.53545,-0.098452,-0.5875,-0.74566,-1.2483,-0.09025,-0.20383,-0.66615,-0.17692,-0.36647,-0.52115
-0.16563,0.27335,-0.60129,-0.40459,-0.59704,-0.2415,-0.64612,-0.34753,-0.46509,-0.63592,-0.39406,-0.59022,-0.97945,-0.90418,-0.22314,0.071876,-0.36422,0.27762,-0.24621,-0.6355,-0.35951,-0.5362,-0.17108,-0.77638,-0.40561,-0.45378,-0.41345,-0.33005,-0.79179,-0.81202,-0.80577,-0.56908,-0.33021,-0.91307,-0.61765,-0.50721,-0.7369,-0.11985,-0.30783,-0.95832,-0.59735,-0.90113,-0.30024,-0.73502,-0.65,-0.82026,-0.96817,-0.60819,-0.68771,-0.060417,-0.31812,-0.44842,-0.31972,-0.3186,-0.60779,-0.49567,-0.41805,-0.49334
-0.44384,-0.21221,-0.23842,-0.25038,-0.22196,0.31797,0.067113,0.032102,0.04297,0.095763,-0.21031,-0.0079953,-0.3672,-0.58555,-0.0039377,0.14387,-0.27342,-0.035165,-0.36357,0.058743,-0.024798,-0.45758,-0.28304,-0.24915,-0.55786,-0.075345,-0.76035,-0.7699,-0.92305,-0.51035,-0.40261,-0.48529,-0.2437,-0.86071,-0.14101,-0.026389,0.251,-0.44392,-0.47636,-0.16392,-0.80118,-0.059179,-0.32469,-0.20833,-0.81604,-0.22991,-0.86403,-0.57701,-0.060522,-0.18091,-0.11044,-0.31201,-0.26256,0.56005,0.0084766,0.2543,-0.12158,0.022535
-0.35361,-0.67858,-0.55573,-0.67386,-0.69051,-0.44472,-0.7424,-0.70746,-0.96306,-0.84065,-0.789,-0.94174,-0.48276,-0.71696,-0.38412,-0.84814,-0.74929,-0.69134,-0.51234,-0.85347,-0.054593,0.00021992,-0.64567,-0.63271,-0.65911,-0.25651,-0.50266,-0.021326,-0.45455,-0.78156,-1.011,-0.18085,-0.077994,-0.74641,-0.7382,-0.46392,-0.56867,-0.51733,-0.73766,-0.86278,-0.92097,-0.77871,-0.74375,-0.82279,-0.56121,-0.69055,-0.20013,-0.85049,-0.97013,-0.15403,-0.53019,-0.70602,-0.64231,0.0093372,-0.55029,0.084949,0.0020467,-0.3224
-0.062066,-0.24983,0.13194,-0.16622,0.040836,0.5497,0.19671,0.14677,0.42098,0.1697,-0.29443,-0.066794,0.039462,0.27819,-0.18187,-0.1438,0.091146,-0.48485,0.0074373,0.27699,0.0077278,0.38308,-0.39514,-0.063316,0.022044,-0.001968,-0.52843,-0.24509,-0.073638,0.20927,0.20254,0.69319,-0.13635,0.39233,-0.30593,-0.089387,0.35597,0.15411,-0.29766,0.064085,0.065313,0.18231,0.27663,0.14944,0.32667,0.25034,-0.27988,-0.040154,-0.0076823,0.52027,0.17833,-0.092912,-0.023587,0.32339,0.090443,1.067,0.12052,0.37576
0.075377,0.26873,0.25213,0.39054,-0.22808,-0.24387,-0.40769,0.0042988,-0.45528,-0.46569,-0.047005,-0.71339,0.15601,0.11308,-0.035415,-0.13504,0.059788,0.088305,-0.36342,-0.31873,0.1943,-0.067975,0.0029538,-0.27023,0.021156,0.24202,0.28595,0.3866,0.21475,0.012089,0.063246,0.076589,0.69834,0.2507,-0.14339,-0.43147,0.22965,0.31767,0.10111,-0.20446,0.39903,-0.26481,-0.0094957,-0.079378,0.077472,-0.44845,-0.082461,-0.21915,-0.12484,0.54347,-0.27018,-0.054041,-0.16476,0.1006,0.098136,0.48312,-0.032261,-0.26138
0.24387,0.55115,-0.31364,-0.34133,-0.84039,-0.86943,-0.92788,-0.38727,-0.067951,-0.12398,0.22601,-0.29617,-0.44937,0.26311,-0.90121,-0.17659,-0.027173,0.38791,0.17615,-0.057976,-0.68755,0.29392,-0.24122,-0.42238,-0.34814,0.001663,-0.28898,0.1665,-0.26443,-0.2994,-0.37304,0.5075,-0.17947,-0.5357,0.22063,0.062847,-1.1625,-0.43115,-0.56468,-0.77824,-0.77877,0.26512,0.17787,-0.13724,-0.65333,-0.053176,0.1016,-0.15132,0.30421,-0.45232,0.059697,0.0021223,0.054704,-0.14161,0.46006,1.1452,-0.29959,-0.22281
0.050702,-0.45971,-0.48139,-0.28529,-0.28699,-0.54054,-0.25256,-0.59931,-0.32178,-0.36167,-0.14598,-0.58088,-0.52894,0.058045,0.20631,0.52482,-0.047104,0.38525,0.12665,-0.54191,0.012458,-0.60614,-0.40845,-0.56369,-0.13958,-0.45652,-0.74198,-0.40545,-0.90937,-0.6319,-0.68176,-0.42792,-0.41075,-0.50804,-0.53523,0.19562,-0.23259,-0.21426,-0.49034,-0.47103,-0.52716,-0.29771,-0.37808,-0.70933,-0.36112,-0.30293,-0.37701,-0.20132,-0.06355,-0.60759,-0.024639,-0.23358,-0.31279,-0.38874,-0.71044,0.59389,-0.26374,-0.71527
-0.15243,-0.77257,-0.49142,-0.73647,-0.145,-0.30347,-0.21378,-0.69815,-0.42926,-0.5871,-0.45829,-0.47498,-0.41421,-0.30744,-0.46859,-0.2891,-0.87825,-0.92002,-0.68433,-0.65713,-0.91697,-1.0452,-0.18932,-0.69372,-0.71125,-0.4526,-0.70148,-0.39614,-0.6838,-1.0058,-1.1008,-0.93111,-0.96029,-1.0582,-0.41758,-0.48841,-0.15912,-0.46364,-0.83459,-0.46203,-0.84915,-0.70679,-0.47228,-0.25219,-0.23144,-0.56739,0.061602,-0.53645,-0.45544,-0.10887,-0.53399,-0.53546,-0.18397,-0.030117,-0.60087,0.035268,-0.0092923,-0.26512
0.36307,0.18623,0.043617,-0.034524,-0.19327,-0.023233,0.032181,-0.34355,0.03337,0.067355,-0.14184,-0.16863,0.32715,0.32742,-0.14071,-0.27116,-0.11267,0.42933,0.21701,0.24786,-0.02914,-0.058065,-0.28954,0.31588,-0.13808,0.32251,0.085757,0.28765,0.24825,0.45462,0.13746,0.1616,0.63882,0.0909,0.31872,-0.13886,0.07839,0.31235,-0.39003,0.003361,0.31082,-0.027254,0.31378,-0.13205,-0.031415,0.23423,0.35615,0.20493,0.01533,0.061921,-0.12205,-0.11828,0.012405,-0.33272,-0.20612,0.61172,0.20166,-0.1134
-0.10862,0.1796,0.04696,0.38469,-0.0712,0.26497,0.21086,0.30335,0.55363,0.026045,0.50251,0.47635,0.35099,0.54029,0.085581,0.47732,0.33493,-0.35913,0.24339,0.41039,0.24923,0.17134,-0.022955,0.0083292,0.16885,0.53146,0.37581,0.21962,0.93815,0.48078,0.316,0.20976,-0.12855,0.28522,0.20437,0.204,-0.03678,0.063844,0.13419,0.1237,0.24222,0.056721,-0.25982,-0.15042,0.73289,0.027653,0.011869,0.22673,0.42844,-0.015647,0.063199,0.21518,-0.041208,-0.74921,-0.48428,-0.1052,0.76276,-0.00046857
-0.062614,-0.022009,-0.3471,-0.12839,-0.86181,0.13513,-0.23684,-0.59291,-0.50032,-0.61145,0.50392,-0.33586,-0.74236,-0.14644,0.41936,0.11644,-0.55891,-1.3773,-0.28513,-0.29285,-0.56517,-0.7905,-0.081675,-0.045922,-0.28748,-0.88384,-0.41336,-1.5945,0.096669,-0.18861,-0.40751,-0.52999,-1.7322,-0.40116,-0.49027,-0.0025781,-0.74867,-0.059478,0.057794,-0.43345,0.26462,-1.0735,-0.34831,-1.2788,-0.20226,-1.0256,0.066016,-0.29862,0.11634,-0.13388,-0.38589,-0.15073,0.15224,-0.92793,-1.1642,0.48282,0.5157,-0.25335
0.16698,-0.19266,-0.12527,-0.57103,-0.53657,-0.66964,-0.57632,-0.10345,-0.27936,-0.51996,-0.19102,-0.088526,-0.45931,-0.66401,-1.2253,0.030442,-0.30711,0.24953,-0.18012,-0.38816,-0.19479,-0.066017,-0.4618,-0.42122,-0.42944,-0.25044,-0.25023,0.087959,-0.50527,-0.33188,-0.78782,-0.088953,-0.11877,-0.33398,-0.66326,-0.33446,-0.44877,0.31492,-0.63932,-0.30798,-0.32005,-0.18347,-0.61847,-0.43151,0.0084785,0.36886,0.33733,-0.34185,-0.46579,-0.07767,-0.56683,-0.56318,-0.012587,-0.47678,-1.0178,-0.29406,-0.2653,-0.39165
-0.25428,-0.06436,0.23241,0.21097,0.062407,0.5388,-0.10641,0.36587,0.58322,0.63482,0.25814,0.60154,0.48018,0.37362,0.19349,0.65839,0.22942,-0.037401,0.20098,0.70617,0.10871,0.48639,0.46544,0.87109,1.0094,0.66592,0.10224,-0.11609,0.93709,1.0946,0.78403,0.38169,0.31091,0.96525,0.49122,0.5786,0.075824,0.17604,0.32252,0.81511,0.81074,0.87295,-0.06636,0.77918,0.4857,0.38424,0.45456,0.61934,0.36353,-0.18819,0.6378,0.68735,-0.11497,0.030382,0.3869,-0.53232,0.14923,0.17922
0.034875,-0.45177,0.47048,0.60387,0.2655,0.4369,0.62414,0.42605,0.013411,-0.29781,-0.50687,0.23683,0.0023584,0.05049,0.13931,0.012419,0.43046,-0.21667,0.24684,0.3249,-0.094998,0.027013,0.01287,0.51871,0.61311,-0.6455,-0.14111,-0.50861,0.086376,0.18515,0.37465,-0.14957,-0.011972,0.22052,-0.12472,0.067943,0.25726,-0.50323,0.35662,0.21891,0.25491,0.19573,0.29808,0.2269,0.82528,0.18676,0.11506,0.091778,0.33183,-0.097166,-0.68947,-0.438,0.30608,-0.29855,0.45387,-0.12981,-0.42372,-0.098354
-0.027403,-0.45006,0.076986,0.34906,-0.2201,-0.37946,-0.62999,0.013466,-0.10162,0.079045,-0.15924,-0.14058,-0.15497,0.20653,-0.12264,-0.21103,-0.15244,0.63812,-0.14008,-0.34589,0.28895,-0.33816,0.084839,-0.22588,-0.075618,0.052339,0.06094,0.41413,-0.13895,-0.11052,-0.053719,0.51142,0.19514,-0.012719,-0.33443,-0.39413,-0.083112,0.12298,-0.16509,-0.35289,-0.25358,0.11425,-0.4604,-0.34019,-0.26426,-0.064507,0.29893,0.27624,-0.32576,-0.1916,-0.093791,-0.11879,0.14267,-0.0027478,-0.098077,0.56899,-0.54089,-0.18176
0.30027,0.67735,-0.0476,0.42666,-0.39479,0.1687,0.19189,-0.30718,-0.1577,-0.6024,0.10767,0.19078,-0.037699,-0.10722,-0.26806,-0.16932,0.049515,-0.28359,-0.24251,0.055257,0.15429,-0.2937,-0.21682,0.21799,0.34904,-0.46057,0.059629,-0.72968,-0.48402,-0.382,0.034869,-0.18766,0.13973,-0.054041,-0.32674,0.03596,0.031714,-0.15786,-0.17136,-0.35581,-0.27212,-0.0060006,0.098101,0.2233,0.39995,-0.12694,-0.40346,-0.54416,-0.41903,0.14915,0.1212,0.0034143,0.58641,0.18505,0.012621,0.27473,-0.0019521,0.16904
0.76056,0.38955,0.88692,-0.048487,0.63791,1.0738,1.0843,0.31855,0.76202,0.71421,0.41437,0.95203,1.2639,1.0253,0.36857,0.83808,1.2626,0.45802,0.93379,1.2418,1.4419,1.5579,0.44451,1.9523,1.8369,1.2993,1.0908,0.8775,1.3855,1.2996,1.6055,1.3573,0.9708,1.3002,0.99874,1.1532,0.3781,0.47045,0.54632,1.308,1.7024,1.4375,0.47549,1.1943,1.5469,0.7565,1.4473,1.1814,0.91841,1.3279,0.65236,0.62011,0.96994,0.95008,1.2171,0.20546,0.75976,1.508
0.046723,-0.24258,-0.41973,0.20382,0.3452,0.24556,0.20563,0.24462,-0.10213,-0.60517,-0.46441,0.055386,-0.19562,-0.46359,-0.036835,-0.50118,-0.60509,0.012714,-0.53993,-0.17781,-0.1866,0.093426,-0.78551,0.18911,0.098518,-0.070858,-0.46847,-0.030076,-0.65399,0.15003,-0.29705,-0.20892,-0.80663,-0.11566,0.050142,-0.29499,0.022469,0.39133,-0.30438,0.53878,-0.246,0.10522,-0.49409,-0.025387,-0.7123,0.34083,-0.044242,0.099915,-0.1394,-0.32923,-0.2926,-0.53971,0.24607,-0.054087,-0.46298,-0.17294,-0.058706,0.13038
-0.83786,0.11943,-0.3968,-0.53899,0.081634,-0.0034591,-0.44661,-0.22528,-0.28048,-0.034475,0.23837,-0.27874,0.159,0.75473,-0.079969,0.7638,0.17268,0.39328,0.0865,0.1891,0.30981,0.58929,0.12885,-0.06317,0.17477,0.83137,0.4209,0.21238,0.64777,0.56915,0.23909,0.37957,0.56474,0.48449,0.39875,0.46936,-0.2106,-0.30846,-0.34209,0.017796,0.18464,-0.033365,0.20792,0.22323,-0.093417,-0.011001,-0.031112,-0.19502,0.71323,0.072589,-0.39543,-0.10632,-0.057743,0.21458,-0.21425,-1.3063,0.28121,-0.014664
0.15877,-0.58294,0.31306,-0.040832,0.068012,-0.16121,-0.23693,0.15942,-0.31145,-0.17676,-0.35561,-0.27603,-0.32031,-0.29151,0.031593,-0.12795,-0.52339,-0.2712,-0.48359,-0.2534,-0.73924,0.019721,-0.10787,-0.15465,-0.2441,-0.64861,0.23504,-0.20055,-0.46291,-0.33963,-0.39409,-0.228,-0.16871,-0.62675,0.074908,0.0087862,-0.010264,-0.27757,0.18586,0.49838,-0.15189,-0.17268,0.027138,0.42521,0.026682,0.63546,0.49294,0.01215,-0.18919,-0.2593,-0.52306,-0.23514,0.2911,-0.15107,0.32382,-0.5394,-0.0021633,0.2734
-0.19093,-0.26385,0.20486,-0.052704,-0.31582,-0.39625,-0.34133,-0.38454,-0.2841,0.18414,-0.14888,-0.365,-0.5089,0.020899,0.065595,-0.041134,-0.09637,-0.40353,-0.05431,-0.29233,0.2696,-0.38656,0.11822,-0.60455,-0.32922,-0.31579,0.13972,-0.28313,-0.68452,-0.73963,-0.73493,-0.30936,-0.046711,-0.44228,-0.06825,-0.10705,-0.28274,0.04236,0.23217,-0.46679,-0.1497,-0.72129,-0.15159,-0.41538,0.031359,-0.27912,-0.091405,-0.68712,-0.044515,0.54288,0.29339,-0.090742,0.05329,-0.097732,0.075881,-0.052961,0.067863,-0.21647
0.46863,-0.042862,0.049146,-0.2675,0.086754,0.55816,0.4078,0.21016,-0.24822,0.074018,0.34067,0.2731,0.29342,-0.13236,-0.13707,0.068287,0.3097,0.22966,0.35647,-0.0018161,-0.091593,0.35691,0.043786,0.99573,0.76122,-0.094777,0.81223,0.30499,0.37544,0.21667,0.64498,-0.044428,0.58201,0.26518,0.34499,0.58133,0.12863,0.3305,0.60864,0.38465,0.31229,0.25769,0.061287,0.52133,0.50464,0.41146,0.94616,0.4519,0.35759,0.11657,0.27256,0.49396,0.18595,0.20815,-0.19407,0.55818,0.049818,0.11091
0.16327,-0.81636,0.061601,0.21997,0.041787,0.26957,0.27506,0.11476,0.0060784,-0.60779,-0.168,0.1289,-0.36592,-0.20019,-0.1893,-0.13397,-0.21236,-0.43621,-0.19017,-0.25311,-0.085044,-0.1955,-0.19785,0.26157,0.08471,0.23572,-0.4576,0.28824,-0.25091,-0.11718,-0.44256,0.22356,0.23263,-0.26361,-0.50196,-0.065376,-0.121,0.088065,0.094961,-0.19846,-0.062962,0.40862,-0.4098,-0.19914,0.2578,-0.20371,0.48344,-0.053871,-0.59399,-0.078701,-0.53767,-0.29375,-0.49425,0.25593,-0.44116,-0.20072,-0.013407,-0.16183
-0.35197,-0.14548,-0.085873,0.51957,0.64937,-0.072326,0.03527,0.26207,0.055134,-0.05181,0.060087,-0.18444,0.5193,-0.77503,0.10707,-0.744,-0.46725,-0.81005,-0.16507,-0.5669,0.62051,-0.14966,-0.023942,0.19505,0.11789,-0.27698,-0.17092,-0.056757,0.00016303,0.046284,-0.080737,-0.032455,-0.13193,0.30738,-0.12092,-0.51076,-0.024501,-0.36013,-0.2187,0.31399,0.052929,0.43372,-0.51357,0.46276,0.2216,0.40602,0.91871,0.13375,-0.77992,-0.12454,-0.21731,-0.21362,-0.31463,0.50815,0.2045,-0.60233,-0.22601,-0.28939
0.094118,-0.10974,0.12126,-0.69366,-0.22772,-0.69899,-0.56646,-0.54544,0.14832,0.050902,-0.60627,-0.14695,0.12935,-0.40291,-0.012227,-0.049263,0.49397,-0.67027,-0.05776,-0.026793,0.23813,0.57213,0.24508,0.38257,0.33907,0.39416,0.70295,0.26147,0.3811,0.47636,0.50707,0.34941,0.096092,0.63236,0.65695,-0.18113,0.033239,0.30946,-0.31091,0.37088,0.48369,0.7263,0.50396,0.55176,0.91786,0.19499,0.46092,0.76678,0.10224,0.088248,-0.32888,-0.12456,0.034223,0.048081,0.24395,0.26834,-0.47072,0.091442
-0.4368,0.69001,0.75458,0.3227,0.46735,0.55052,0.39776,0.18428,0.17709,-0.010643,-0.11116,0.029897,0.44481,0.43987,0.039468,0.43283,0.64814,-0.0061925,0.1826,0.4238,0.39531,0.056877,0.52148,0.37886,0.40236,0.23832,-0.12177,0.19545,0.38154,0.70287,0.26749,0.25927,0.42124,0.45039,0.12913,0.73487,0.67199,0.3483,-0.043645,0.31733,0.54001,0.34891,0.46539,0.3534,0.35355,0.37955,-0.031762,0.15309,0.83117,0.89984,-0.16564,-0.16142,-0.28196,0.71152,-0.13668,0.20581,-0.14227,0.16877
0.30651,-0.14583,0.16226,0.23608,0.68644,0.46745,0.21245,0.25711,0.4595,0.5844,-0.64511,0.33508,0.32681,0.48329,0.61494,0.45752,-0.2262,1.1759,0.45083,0.9666,0.053349,0.23545,-0.44238,0.79824,0.1995,0.10585,0.2091,0.6342,0.18103,0.2734,0.49841,0.43027,0.023375,0.25923,0.61204,0.3662,-0.068662,0.029957,0.7896,0.26753,0.5446,0.15226,0.158,0.061875,-0.098842,-0.14439,-0.081947,0.23587,0.29139,0.49131,0.32605,-0.025816,0.49518,0.45523,0.40396,-0.11632,-0.25493,0.45932
0.29403,0.02476,0.27539,0.24145,0.0051673,0.55764,0.025338,0.38933,0.06077,-0.11957,0.18556,0.57772,0.15138,0.074492,0.043191,-0.48774,0.16377,-0.37237,0.11779,0.13145,0.1744,-0.26452,-0.3089,-0.26967,-0.51381,-0.80995,0.26851,-0.42313,-0.017816,-0.10146,-0.168,-0.10643,-0.094133,0.27337,-0.62776,0.00053678,-0.15215,-0.058131,0.39153,-0.47784,0.19706,0.098454,0.17415,-0.30201,0.068787,-0.45129,-0.36636,-0.53357,-0.18327,0.32227,0.31443,0.23043,0.33585,0.5657,0.36103,-0.30673,0.09775,0.60256
-0.088353,-0.045973,-0.13248,-0.6768,-0.53704,-0.61617,-0.58777,-0.36038,-0.22154,-0.26844,-0.49369,-0.37601,-0.24815,-0.12044,0.51188,0.39004,0.093276,-0.55204,-0.47328,0.020669,-0.065223,0.0046763,0.30929,-0.31455,0.13979,-0.23184,0.32145,0.052223,0.043086,0.02361,-0.070267,-0.3272,0.4547,-0.044494,-0.26013,0.26587,-0.39323,0.24595,-0.50707,-0.178,0.21391,-0.20182,0.34953,-0.033687,0.39508,-0.5757,-0.14157,-0.41296,-0.23512,-0.083917,-0.45467,-0.28215,0.14635,-0.46354,-0.43563,-0.12537,-0.18339,-0.44366
0.010881,-0.06268,-0.24917,-0.93664,-0.5429,-0.34188,-0.53532,-0.21566,-0.4714,-0.74382,-0.46823,-0.39089,-0.25506,-0.39878,0.53715,-0.71305,0.019662,-0.77523,-0.97494,-0.63679,0.25086,-0.27174,-0.27369,-0.35499,-0.24819,-0.3537,0.12663,0.25573,-0.41117,-0.27545,-0.37339,-0.29389,-0.2145,-0.52066,-0.34764,-0.22832,-0.27192,-0.5474,-0.18511,-0.48083,0.031487,-0.3343,-0.61868,-0.13554,-0.26307,-0.17402,-0.38652,0.41743,-0.19917,-0.23058,-0.68129,-0.66943,-0.17469,0.47882,-0.15426,-0.11033,-0.38197,-0.095289
0.27439,0.056056,0.032209,0.28709,-0.006117,0.65278,0.3564,-0.14989,0.28254,-0.17419,0.25978,0.53261,-0.14478,-0.16366,0.24722,0.008848,0.21545,-0.30387,0.30437,0.12168,0.22137,0.39664,0.033812,-0.020589,-0.21731,0.062042,0.15814,-0.43365,-0.20425,0.024924,-0.16945,-0.39516,-0.17407,-0.37801,-0.13889,0.084236,0.11443,-0.20466,0.40677,-0.0096015,-0.096643,0.26464,-0.10202,0.42897,0.20793,0.1123,0.55867,-0.063963,-0.040391,0.0014646,0.21268,0.26768,0.18326,-0.69393,-0.077987,0.3942,-0.003945,0.20498
